VFID	query	vf_category
VF1120	VFG035205(gb|WP_001024965)	Effector delivery system
VF1120	VFG035206(gb|WP_000512742)	Effector delivery system
VF1120	VFG035208(gb|WP_000512749)	Effector delivery system
VF1120	VFG035209(gb|WP_001054503)	Effector delivery system
VF1120	VFG035214(gb|WP_000512752)	Effector delivery system
VF1120	VFG035220(gb|WP_000170556)	Effector delivery system
VF1120	VFG035222(gb|WP_000196359)	Effector delivery system
VF1120	VFG035224(gb|WP_000196357)	Effector delivery system
VF1120	VFG035225(gb|WP_000196358)	Effector delivery system
VF1120	VFG035226(gb|WP_001443095)	Effector delivery system
VF1120	VFG035227(gb|WP_001117814)	Effector delivery system
VF1120	VFG035228(gb|WP_000033410)	Effector delivery system
VF1120	VFG035235(gb|WP_001403985)	Effector delivery system
VF1120	VFG035237(gb|WP_000832727)	Effector delivery system
VF1120	VFG035238(gb|WP_001298149)	Effector delivery system
VF1120	VFG035239(gb|WP_000557434)	Effector delivery system
VF1120	VFG035240(gb|WP_000557432)	Effector delivery system
VF1120	VFG035241(gb|WP_001299110)	Effector delivery system
VF1120	VFG035242(gb|WP_001037088)	Effector delivery system
VF1120	VFG035245(gb|WP_000832728)	Effector delivery system
VF1120	VFG035246(gb|WP_015674982)	Effector delivery system
VF1120	VFG035247(gb|WP_000557435)	Effector delivery system
VF1120	VFG035248(gb|WP_000557433)	Effector delivery system
VF1120	VFG035250(gb|WP_000832729)	Effector delivery system
VF1120	VFG035252(gb|WP_001443097)	Effector delivery system
VF1120	VFG035253(gb|WP_001298123)	Effector delivery system
VF1120	VFG035254(gb|WP_001350749)	Effector delivery system
VF1120	VFG035256(gb|WP_001299981)	Effector delivery system
VF1120	VFG035257(gb|WP_000146515)	Effector delivery system
VF1120	VFG035261(gb|WP_001232308)	Effector delivery system
VF1120	VFG035262(gb|WP_032141099)	Effector delivery system
VF1120	VFG035265(gb|WP_015912550)	Effector delivery system
VF1120	VFG035267(gb|WP_000115357)	Effector delivery system
VF1120	VFG035271(gb|WP_000342485)	Effector delivery system
VF1120	VFG035272(gb|WP_000342493)	Effector delivery system
VF1120	VFG035273(gb|WP_000342463)	Effector delivery system
VF1120	VFG035275(gb|WP_000342476)	Effector delivery system
VF1120	VFG035277(gb|WP_000342475)	Effector delivery system
VF1120	VFG035283(gb|WP_000373316)	Effector delivery system
VF1120	VFG035284(gb|WP_000373309)	Effector delivery system
VF1120	VFG035285(gb|WP_000373302)	Effector delivery system
VF1120	VFG035286(gb|WP_000553781)	Effector delivery system
VF1120	VFG035288(gb|WP_000373315)	Effector delivery system
VF1120	VFG035289(gb|WP_000373314)	Effector delivery system
VF1120	VFG035290(gb|WP_000373306)	Effector delivery system
VF1120	VFG035291(gb|WP_000373308)	Effector delivery system
VF1120	VFG035296(gb|WP_000484008)	Effector delivery system
VF1120	VFG035301(gb|WP_000974469)	Effector delivery system
VF1120	VFG035305(gb|WP_000484009)	Effector delivery system
VF1120	VFG035312(gb|WP_000106967)	Effector delivery system
VF1120	VFG035313(gb|WP_000235155)	Effector delivery system
VF1120	VFG035316(gb|WP_000106970)	Effector delivery system
VF1120	VFG035317(gb|WP_001137932)	Effector delivery system
VF1120	VFG035321(gb|WP_000106968)	Effector delivery system
VF1120	VFG035328(gb|WP_001403987)	Effector delivery system
VF1120	VFG035330(gb|WP_000897032)	Effector delivery system
VF1120	VFG035333(gb|WP_044168561)	Effector delivery system
VF1120	VFG035335(gb|WP_001390303)	Effector delivery system
VF1120	VFG035339(gb|WP_024261658)	Effector delivery system
VF1120	VFG035340(gb|WP_001420595)	Effector delivery system
VF1120	VFG035344(gb|WP_000157830)	Effector delivery system
VF1120	VFG035345(gb|WP_000200211)	Effector delivery system
VF1120	VFG035347(gb|WP_000157817)	Effector delivery system
VF1120	VFG035349(gb|WP_000157828)	Effector delivery system
VF1120	VFG035350(gb|WP_000157825)	Effector delivery system
VF1120	VFG045806(gb|WP_000354273)	Effector delivery system
VF1120	VFG045807(gb|WP_001576295)	Effector delivery system
VF1120	VFG045808(gb|WP_021543768)	Effector delivery system
VF1120	VFG045809(gb|WP_000502301)	Effector delivery system
VF1120	VFG045810(gb|WP_000704501)	Effector delivery system
VF1120	VFG045811(gb|WP_022645036)	Effector delivery system
VF1120	VFG045812(gb|WP_012896833)	Effector delivery system
VF1120	VFG045817(gb|WP_000157819)	Effector delivery system
VF1121	VFG035354(gb|WP_000072549)	Effector delivery system
VF1121	VFG035359(gb|WP_000215053)	Effector delivery system
VF1121	VFG035364(gb|WP_000233190)	Effector delivery system
VF1121	VFG035369(gb|WP_000555547)	Effector delivery system
VF1121	VFG035372(gb|WP_000555549)	Effector delivery system
VF1121	VFG035373(gb|WP_000555548)	Effector delivery system
VF1121	VFG035374(gb|WP_001390300)	Effector delivery system
VF1121	VFG035379(gb|WP_001173975)	Effector delivery system
VF1121	VFG035382(gb|WP_001173973)	Effector delivery system
VF1121	VFG035384(gb|WP_000198270)	Effector delivery system
VF1121	VFG035389(gb|WP_000005080)	Effector delivery system
VF1121	VFG035394(gb|WP_001390299)	Effector delivery system
VF1121	VFG035399(gb|WP_001033155)	Effector delivery system
VF1121	VFG035404(gb|WP_000152746)	Effector delivery system
VF1121	VFG035407(gb|WP_000152747)	Effector delivery system
VF1121	VFG035408(gb|WP_000152745)	Effector delivery system
VF1121	VFG035409(gb|WP_001154665)	Effector delivery system
VF1121	VFG035419(gb|WP_001028113)	Effector delivery system
VF1121	VFG035422(gb|WP_001028111)	Effector delivery system
VF1121	VFG035424(gb|WP_000914956)	Effector delivery system
VF1121	VFG035427(gb|WP_024174616)	Effector delivery system
VF1121	VFG035428(gb|WP_001403210)	Effector delivery system
VF1121	VFG035429(gb|WP_000029846)	Effector delivery system
VF1121	VFG035432(gb|WP_000029849)	Effector delivery system
VF1121	VFG041000(gb|WP_000587872)	Effector delivery system
VF1121	VFG041001(gb|WP_000359994)	Effector delivery system
VF1122	VFG035434(gb|WP_001284958)	Effector delivery system
VF1122	VFG035436(gb|WP_000013180)	Effector delivery system
VF1122	VFG035437(gb|WP_000013181)	Effector delivery system
VF1122	VFG035439(gb|WP_001284959)	Effector delivery system
VF1122	VFG035443(gb|WP_001284199)	Effector delivery system
VF1122	VFG035446(gb|WP_001284200)	Effector delivery system
VF1122	VFG035450(gb|WP_000013179)	Effector delivery system
VF1122	VFG035461(gb|WP_000069182)	Effector delivery system
VF1122	VFG035462(gb|WP_000073801)	Effector delivery system
VF1122	VFG035469(gb|WP_000377957)	Effector delivery system
VF1122	VFG035470(gb|WP_001087754)	Effector delivery system
VF1122	VFG035472(gb|WP_001087741)	Effector delivery system
VF1122	VFG035476(gb|WP_000073803)	Effector delivery system
VF1122	VFG035480(gb|WP_000073802)	Effector delivery system
VF1122	VFG035486(gb|WP_001298186)	Effector delivery system
VF1122	VFG035487(gb|WP_143702606)	Effector delivery system
VF1122	VFG035488(gb|WP_001331531)	Effector delivery system
VF1122	VFG035493(gb|WP_122988827)	Effector delivery system
VF1122	VFG035494(gb|WP_063103658)	Effector delivery system
VF1122	VFG035495(gb|WP_122987046)	Effector delivery system
VF1122	VFG035499(gb|WP_122986661)	Effector delivery system
VF1122	VFG035500(gb|WP_122134675)	Effector delivery system
VF1122	VFG035501(gb|WP_122986593)	Effector delivery system
VF1122	VFG035506(gb|WP_122987846)	Effector delivery system
VF1122	VFG035510(gb|WP_001298176)	Effector delivery system
VF1122	VFG035511(gb|WP_001331530)	Effector delivery system
VF1122	VFG035513(gb|WP_001240517)	Effector delivery system
VF1122	VFG035517(gb|WP_001240530)	Effector delivery system
VF1122	VFG035518(gb|WP_001240529)	Effector delivery system
VF1122	VFG035519(gb|WP_001240544)	Effector delivery system
VF1122	VFG035523(gb|WP_001306815)	Effector delivery system
VF1122	VFG035526(gb|WP_001240525)	Effector delivery system
VF1122	VFG035527(gb|WP_001514097)	Effector delivery system
VF1122	VFG035534(gb|WP_000088598)	Effector delivery system
VF1122	VFG035535(gb|WP_000088600)	Effector delivery system
VF1122	VFG035542(gb|WP_000088859)	Effector delivery system
VF1122	VFG035543(gb|WP_000088862)	Effector delivery system
VF1122	VFG035545(gb|WP_000088873)	Effector delivery system
VF1122	VFG035549(gb|WP_000088844)	Effector delivery system
VF1122	VFG035550(gb|WP_000088845)	Effector delivery system
VF1122	VFG035552(gb|WP_000088852)	Effector delivery system
VF1122	VFG035553(gb|WP_001514098)	Effector delivery system
VF1122	VFG035560(gb|WP_000614311)	Effector delivery system
VF1122	VFG035561(gb|WP_000614314)	Effector delivery system
VF1122	VFG035563(gb|WP_000614385)	Effector delivery system
VF1122	VFG035564(gb|WP_000614382)	Effector delivery system
VF1122	VFG035566(gb|WP_000614375)	Effector delivery system
VF1122	VFG035568(gb|WP_000614417)	Effector delivery system
VF1122	VFG035569(gb|WP_000614365)	Effector delivery system
VF1122	VFG035570(gb|WP_000614361)	Effector delivery system
VF1122	VFG035571(gb|WP_000614396)	Effector delivery system
VF1122	VFG035575(gb|WP_000614302)	Effector delivery system
VF1122	VFG035577(gb|WP_000614397)	Effector delivery system
VF1122	VFG035578(gb|WP_000614329)	Effector delivery system
VF1122	VFG035579(gb|WP_000614305)	Effector delivery system
VF1122	VFG035582(gb|WP_000614307)	Effector delivery system
VF1122	VFG035583(gb|WP_000614306)	Effector delivery system
VF1122	VFG035586(gb|WP_001282177)	Effector delivery system
VF1122	VFG035587(gb|WP_001282178)	Effector delivery system
VF1122	VFG035589(gb|WP_000343294)	Effector delivery system
VF1122	VFG035594(gb|WP_000343304)	Effector delivery system
VF1122	VFG035595(gb|WP_000343299)	Effector delivery system
VF1122	VFG035596(gb|WP_000343298)	Effector delivery system
VF1122	VFG035597(gb|WP_000343303)	Effector delivery system
VF1122	VFG035601(gb|WP_001280269)	Effector delivery system
VF1122	VFG035603(gb|WP_000343302)	Effector delivery system
VF1122	VFG035604(gb|WP_000343289)	Effector delivery system
VF1122	VFG035612(gb|WP_000224521)	Effector delivery system
VF1122	VFG035613(gb|WP_000224516)	Effector delivery system
VF1122	VFG035615(gb|WP_000246448)	Effector delivery system
VF1122	VFG035620(gb|WP_000246413)	Effector delivery system
VF1122	VFG035621(gb|WP_000246429)	Effector delivery system
VF1122	VFG035622(gb|WP_000246421)	Effector delivery system
VF1122	VFG035626(gb|WP_000224513)	Effector delivery system
VF1122	VFG035629(gb|WP_000246443)	Effector delivery system
VF1122	VFG035633(gb|WP_000224517)	Effector delivery system
VF1122	VFG035637(gb|WP_001013428)	Effector delivery system
VF1122	VFG035638(gb|WP_001013423)	Effector delivery system
VF1122	VFG035641(gb|WP_001080154)	Effector delivery system
VF1122	VFG035645(gb|WP_001080149)	Effector delivery system
VF1122	VFG035647(gb|WP_001080147)	Effector delivery system
VF1122	VFG035652(gb|WP_001013424)	Effector delivery system
VF1122	VFG035654(gb|WP_001080158)	Effector delivery system
VF1122	VFG035663(gb|WP_000433567)	Effector delivery system
VF1122	VFG035664(gb|WP_000433564)	Effector delivery system
VF1122	VFG035671(gb|WP_001113725)	Effector delivery system
VF1122	VFG035672(gb|WP_001113729)	Effector delivery system
VF1122	VFG035677(gb|WP_000433571)	Effector delivery system
VF1122	VFG035679(gb|WP_001113701)	Effector delivery system
VF1122	VFG035680(gb|WP_001113713)	Effector delivery system
VF1122	VFG035682(gb|WP_000433565)	Effector delivery system
VF1122	VFG035685(gb|WP_000433562)	Effector delivery system
VF1122	VFG035688(gb|WP_000896716)	Effector delivery system
VF1122	VFG035689(gb|WP_000896714)	Effector delivery system
VF1122	VFG035696(gb|WP_000348793)	Effector delivery system
VF1122	VFG035701(gb|WP_000896719)	Effector delivery system
VF1122	VFG035703(gb|WP_000348806)	Effector delivery system
VF1122	VFG035704(gb|WP_000348792)	Effector delivery system
VF1122	VFG035712(gb|WP_000863399)	Effector delivery system
VF1122	VFG035713(gb|WP_000863402)	Effector delivery system
VF1122	VFG035721(gb|WP_000393860)	Effector delivery system
VF1122	VFG035722(gb|WP_000393853)	Effector delivery system
VF1122	VFG035726(gb|WP_000863395)	Effector delivery system
VF1122	VFG035728(gb|WP_000393845)	Effector delivery system
VF1122	VFG035729(gb|WP_000393852)	Effector delivery system
VF1122	VFG035737(gb|WP_001189667)	Effector delivery system
VF1122	VFG035738(gb|WP_000946068)	Effector delivery system
VF1122	VFG035740(gb|WP_000611742)	Effector delivery system
VF1122	VFG035741(gb|WP_000611740)	Effector delivery system
VF1122	VFG035747(gb|WP_000611748)	Effector delivery system
VF1122	VFG035751(gb|WP_001189669)	Effector delivery system
VF1122	VFG035755(gb|WP_000946067)	Effector delivery system
VF1122	VFG035762(gb|WP_000111582)	Effector delivery system
VF1122	VFG035768(gb|WP_000056973)	Effector delivery system
VF1122	VFG035769(gb|WP_000056978)	Effector delivery system
VF1122	VFG035774(gb|WP_000111580)	Effector delivery system
VF1122	VFG035777(gb|WP_000056989)	Effector delivery system
VF1122	VFG035785(gb|WP_000041480)	Effector delivery system
VF1122	VFG035788(gb|WP_000037397)	Effector delivery system
VF1122	VFG035793(gb|WP_000037389)	Effector delivery system
VF1122	VFG035799(gb|WP_000041478)	Effector delivery system
VF1122	VFG035810(gb|WP_001142963)	Effector delivery system
VF1122	VFG035833(gb|WP_000103282)	Effector delivery system
VF1122	VFG035834(gb|NP_310087)	Effector delivery system
VF1122	VFG035835(gb|WP_000053624)	Effector delivery system
VF1122	VFG035836(gb|WP_000053636)	Effector delivery system
VF1122	VFG035838(gb|WP_000103278)	Effector delivery system
VF1122	VFG035843(gb|WP_000103436)	Effector delivery system
VF1122	VFG035844(gb|WP_000103248)	Effector delivery system
VF1122	VFG035845(gb|WP_000103194)	Effector delivery system
VF1122	VFG035846(gb|WP_000103201)	Effector delivery system
VF1122	VFG035849(gb|WP_000103186)	Effector delivery system
VF1122	VFG035850(gb|WP_000103397)	Effector delivery system
VF1122	VFG035854(gb|WP_000053645)	Effector delivery system
VF1122	VFG035855(gb|WP_000053628)	Effector delivery system
VF1122	VFG035856(gb|WP_000571853)	Effector delivery system
VF1122	VFG035857(gb|WP_000571852)	Effector delivery system
VF1122	VFG035862(gb|WP_000571854)	Effector delivery system
VF1122	VFG035864(gb|WP_000528851)	Effector delivery system
VF1122	VFG035865(gb|WP_000528853)	Effector delivery system
VF1122	VFG035866(gb|WP_000528852)	Effector delivery system
VF1122	VFG035872(gb|WP_000513317)	Effector delivery system
VF1122	VFG035879(gb|WP_000227712)	Effector delivery system
VF1122	VFG035882(gb|WP_000227713)	Effector delivery system
VF1122	VFG035886(gb|WP_000227714)	Effector delivery system
VF1122	VFG035888(gb|WP_001298174)	Effector delivery system
VF1122	VFG035891(gb|WP_001306803)	Effector delivery system
VF1122	VFG046082(gb|WP_046072787)	Effector delivery system
VF1122	VFG046083(gb|WP_123009675)	Effector delivery system
VF1122	VFG046084(gb|WP_046072788)	Effector delivery system
VF1122	VFG046086(gb|WP_000614325)	Effector delivery system
VF1122	VFG046090(gb|WP_001113714)	Effector delivery system
VF1122	VFG046093(gb|WP_000611744)	Effector delivery system
VF1176	VFG035459(gb|WP_001087743)	Effector delivery system
VF1176	VFG035484(gb|WP_001303798)	Effector delivery system
VF1176	VFG035532(gb|WP_000088854)	Effector delivery system
VF1176	VFG035558(gb|WP_000614374)	Effector delivery system
VF1176	VFG035584(gb|WP_000343292)	Effector delivery system
VF1176	VFG035610(gb|WP_000246434)	Effector delivery system
VF1176	VFG035635(gb|WP_001080153)	Effector delivery system
VF1176	VFG035661(gb|WP_001113707)	Effector delivery system
VF1176	VFG035686(gb|WP_000348794)	Effector delivery system
VF1176	VFG035710(gb|WP_000393844)	Effector delivery system
VF1176	VFG035735(gb|WP_000599596)	Effector delivery system
VF1176	VFG035760(gb|WP_000056994)	Effector delivery system
VF1176	VFG035783(gb|WP_000037399)	Effector delivery system
VF1176	VFG035808(gb|WP_001142958)	Effector delivery system
VF1176	VFG041049(gb|WP_000123970)	Effector delivery system
VF1176	VFG041051(gb|WP_000103125)	Effector delivery system
VF1124	VFG035937(gb|WP_000907437)	Adherence
VF1124	VFG035938(gb|WP_000907441)	Adherence
VF1125	VFG035940(gb|WP_001033292)	Adherence
VF1125	VFG035941(gb|WP_001033191)	Adherence
VF1125	VFG035943(gb|WP_011579230)	Adherence
VF1125	VFG035944(gb|WP_001033298)	Adherence
VF1125	VFG035945(gb|WP_001033299)	Adherence
VF1125	VFG035946(gb|WP_001033190)	Adherence
VF1125	VFG035950(gb|WP_001033224)	Adherence
VF1125	VFG035951(gb|WP_001033229)	Adherence
VF1125	VFG035952(gb|WP_001033225)	Adherence
VF1125	VFG035953(gb|WP_001033221)	Adherence
VF1125	VFG035957(gb|WP_001033306)	Adherence
VF1125	VFG035960(gb|WP_001033262)	Adherence
VF1125	VFG035964(gb|WP_001033268)	Adherence
VF1125	VFG035965(gb|WP_001033219)	Adherence
VF1125	VFG035967(gb|WP_001033293)	Adherence
VF1126	VFG035969(gb|WP_011579121)	Biofilm
VF1126	VFG035970(gb|WP_014639610)	Biofilm
VF1126	VFG035971(gb|WP_024256145)	Biofilm
VF1126	VFG045823(gb|WP_022645057)	Biofilm
VF0173	VFG035973(gb|WP_001080129)	Effector delivery system
VF0173	VFG042336(gb|WP_001034000)	Effector delivery system
VF1127	VFG035974(gb|WP_001491890)	Adherence
VF1127	VFG035981(gb|WP_001443549)	Adherence
VF1127	VFG035982(gb|WP_012817848)	Adherence
VF1127	VFG035983(gb|WP_001341217)	Adherence
VF1127	VFG035984(gb|WP_001386603)	Adherence
VF1127	VFG035988(gb|WP_077626170)	Adherence
VF1127	VFG035989(gb|WP_012000928)	Adherence
VF1128	VFG035990(gb|WP_000556401)	Adherence
VF1128	VFG035991(gb|NP_308451)	Adherence
VF1128	VFG035992(gb|WP_000556414)	Adherence
VF1128	VFG035993(gb|WP_000556455)	Adherence
VF1128	VFG035996(gb|WP_000556528)	Adherence
VF1128	VFG035997(gb|WP_000556543)	Adherence
VF1128	VFG036000(gb|WP_000556546)	Adherence
VF1128	VFG036001(gb|WP_000556535)	Adherence
VF1128	VFG036002(gb|WP_000556513)	Adherence
VF1128	VFG036004(gb|WP_000556481)	Adherence
VF1128	VFG036009(gb|WP_000556469)	Adherence
VF1128	VFG045825(gb|WP_000556411)	Adherence
VF1130	VFG036030(gb|WP_001034023)	Effector delivery system
VF1130	VFG042365(gb|CAC39286)	Effector delivery system
VF1131	VFG036031(gb|WP_000554183)	Effector delivery system
VF1131	VFG036032(gb|WP_000554175)	Effector delivery system
VF1131	VFG036033(gb|WP_000554170)	Effector delivery system
VF1131	VFG036037(gb|WP_001164766)	Effector delivery system
VF1131	VFG036038(gb|WP_001164771)	Effector delivery system
VF1131	VFG036039(gb|WP_001305333)	Effector delivery system
VF1131	VFG036041(gb|WP_001164768)	Effector delivery system
VF1132	VFG036042(gb|WP_001045641)	Adherence
VF1133	VFG036043(gb|WP_001038844)	Adherence
VF1134	VFG036044(gb|WP_001304191)	Exotoxin
VF1134	VFG036046(gb|WP_001359729)	Exotoxin
VF1134	VFG036051(gb|WP_001336523)	Exotoxin
VF1134	VFG036056(gb|WP_001306826)	Exotoxin
VF1134	VFG036060(gb|WP_143759181)	Exotoxin
VF1134	VFG036063(gb|WP_085948329)	Exotoxin
VF1134	VFG045827(gb|WP_085961352)	Exotoxin
VF0210	VFG036065(gb|WP_001378495)	Exotoxin
VF0210	VFG036066(gb|WP_001426678)	Exotoxin
VF0210	VFG036067(gb|WP_042634421)	Exotoxin
VF0210	VFG036068(gb|WP_012846869)	Exotoxin
VF0210	VFG036069(gb|WP_015675362)	Exotoxin
VF0210	VFG043651(gb|AAA24093)	Exotoxin
VF0210	VFG043652(gb|AAA24094)	Exotoxin
VF1135	VFG036073(gb|WP_000502509)	Exotoxin
VF1135	VFG036074(gb|WP_000502504)	Exotoxin
VF1135	VFG036076(gb|WP_000502506)	Exotoxin
VF1135	VFG036078(gb|WP_000502513)	Exotoxin
VF1135	VFG036079(gb|WP_000502505)	Exotoxin
VF1135	VFG036082(gb|WP_000502511)	Exotoxin
VF1136	VFG036084(gb|WP_001020413)	Exotoxin
VF1137	VFG036086(gb|WP_000769457)	Regulation
VF1137	VFG036090(gb|WP_000769456)	Regulation
VF1178	VFG040931(gb|WP_001302175)	Effector delivery system
VF1178	VFG040932(gb|WP_001302177)	Effector delivery system
VF1178	VFG040933(gb|WP_000092338)	Effector delivery system
VF1178	VFG040934(gb|WP_001173152)	Effector delivery system
VF1178	VFG040935(gb|WP_001231211)	Effector delivery system
VF1178	VFG040936(gb|WP_000082929)	Effector delivery system
VF1178	VFG040937(gb|WP_000173396)	Effector delivery system
VF1178	VFG040938(gb|WP_000082782)	Effector delivery system
VF1178	VFG040939(gb|WP_000776550)	Effector delivery system
VF1178	VFG040940(gb|WP_071525076)	Effector delivery system
VF1178	VFG040941(gb|WP_001004187)	Effector delivery system
VF1178	VFG040942(gb|WP_000096786)	Effector delivery system
VF1178	VFG040943(gb|WP_000971918)	Effector delivery system
VF1177	VFG040946(gb|WP_000942795)	Effector delivery system
VF1177	VFG040947(gb|WP_000094974)	Effector delivery system
VF1177	VFG040948(gb|WP_000633187)	Effector delivery system
VF1177	VFG040949(gb|WP_001255040)	Effector delivery system
VF1177	VFG040950(gb|WP_000820125)	Effector delivery system
VF1177	VFG040951(gb|WP_001115154)	Effector delivery system
VF1177	VFG040952(gb|WP_001087295)	Effector delivery system
VF1177	VFG040953(gb|WP_001173448)	Effector delivery system
VF1177	VFG040954(gb|WP_000249322)	Effector delivery system
VF1177	VFG040955(gb|WP_000498824)	Effector delivery system
VF1177	VFG040956(gb|WP_000135067)	Effector delivery system
VF1161	VFG042073(gb|NP_311761)	Effector delivery system
VF1161	VFG042074(gb|NP_311762)	Effector delivery system
VF1161	VFG042076(gb|NP_311760)	Effector delivery system
VF1161	VFG042077(gb|NP_311759)	Effector delivery system
VF1161	VFG042078(gb|NP_311758)	Effector delivery system
VF1161	VFG042079(gb|NP_311755)	Effector delivery system
VF1161	VFG042080(gb|NP_311756)	Effector delivery system
VF1161	VFG042081(gb|NP_311757)	Effector delivery system
VF1161	VFG042082(gb|NP_311754)	Effector delivery system
VF1161	VFG042083(gb|NP_311753)	Effector delivery system
VF1161	VFG042084(gb|NP_311752)	Effector delivery system
VF1161	VFG042085(gb|NP_311751)	Effector delivery system
VF1161	VFG042086(gb|NP_311748)	Effector delivery system
VF1161	VFG042087(gb|NP_311746)	Effector delivery system
VF1161	VFG042088(gb|NP_311747)	Effector delivery system
VF1161	VFG042089(gb|NP_311744)	Effector delivery system
VF1161	VFG042090(gb|NP_311745)	Effector delivery system
VF1161	VFG042091(gb|NP_311742)	Effector delivery system
VF1161	VFG042092(gb|NP_311743)	Effector delivery system
VF1161	VFG042093(gb|NP_311740)	Effector delivery system
VF1161	VFG042095(gb|NP_311739)	Effector delivery system
VF1161	VFG042096(gb|NP_311735)	Effector delivery system
VF1161	VFG042097(gb|NP_311736)	Effector delivery system
VF1161	VFG042210(gb|NP_306456)	Effector delivery system
VF1163	VFG042337(gb|WP_012601505)	Effector delivery system
VF1169	VFG042338(gb|WP_000037412)	Effector delivery system
VF1170	VFG042357(gb|AAF63035)	Effector delivery system
VF1164	VFG042358(gb|AAF63038)	Effector delivery system
VF1171	VFG042359(gb|AAF63040)	Effector delivery system
VF1172	VFG042360(gb|AAF63045)	Effector delivery system
VF1173	VFG042361(gb|AAL31493)	Effector delivery system
VF1167	VFG042364(gb|CAA11507)	Effector delivery system
VF1166	VFG042366(gb|WP_011310094)	Effector delivery system
VF1174	VFG042367(gb|WP_011310120)	Effector delivery system
VF1168	VFG042370(gb|AAT36311)	Effector delivery system
VF1175	VFG042383(gb|ADJ17717)	Effector delivery system
VF1113	VFG042387(gb|CAA46156)	Adherence
VF1113	VFG045820(gb|WP_023281714)	Adherence
VF1142	VFG042391(gb|AAB97610)	Adherence
VF1142	VFG042392(gb|AAB97611)	Adherence
VF1142	VFG042393(gb|AAB97612)	Adherence
VF1142	VFG042394(gb|AAB97613)	Adherence
VF1142	VFG042395(gb|AAB97614)	Adherence
VF1142	VFG042396(gb|AAB97615)	Adherence
VF1142	VFG042397(gb|AAB97616)	Adherence
VF1140	VFG042398(gb|WP_000750295)	Adherence
VF1140	VFG042399(gb|WP_001303867)	Adherence
VF1140	VFG042401(gb|WP_001165677)	Adherence
VF1140	VFG042402(gb|WP_077626202)	Adherence
VF1140	VFG042403(gb|WP_000919494)	Adherence
VF1140	VFG045856(gb|WP_000750293)	Adherence
VF1140	VFG045865(gb|WP_000750284)	Adherence
VF1140	VFG045867(gb|WP_000750281)	Adherence
VF1140	VFG045872(gb|WP_000750296)	Adherence
VF1140	VFG045875(gb|WP_000750304)	Adherence
VF1140	VFG045878(gb|WP_001295349)	Adherence
VF1140	VFG045881(gb|WP_014640508)	Adherence
VF1140	VFG045887(gb|WP_000845152)	Adherence
VF1140	VFG045894(gb|WP_001330060)	Adherence
VF1140	VFG045896(gb|WP_014639881)	Adherence
VF1140	VFG045897(gb|WP_074151099)	Adherence
VF1140	VFG045900(gb|WP_000286312)	Adherence
VF1140	VFG045904(gb|WP_000286318)	Adherence
VF1140	VFG045910(gb|WP_012602403)	Adherence
VF1140	VFG045911(gb|WP_000286337)	Adherence
VF1140	VFG045912(gb|WP_000286305)	Adherence
VF1140	VFG045913(gb|WP_000286336)	Adherence
VF1140	VFG045915(gb|WP_000286313)	Adherence
VF1140	VFG045916(gb|WP_001165668)	Adherence
VF1140	VFG045918(gb|WP_001165678)	Adherence
VF1140	VFG045923(gb|WP_001165655)	Adherence
VF1140	VFG045924(gb|WP_001165657)	Adherence
VF1140	VFG045930(gb|WP_001220301)	Adherence
VF1140	VFG045931(gb|WP_001165658)	Adherence
VF1140	VFG045933(gb|WP_001165671)	Adherence
VF1144	VFG042451(gb|ACF05257)	Adherence
VF1144	VFG042452(gb|ACF05258)	Adherence
VF1144	VFG042453(gb|ACF05259)	Adherence
VF1144	VFG042454(gb|ACF05260)	Adherence
VF1145	VFG042505(gb|AAB26856)	Adherence
VF1145	VFG044444(gb|AAB26855)	Adherence
VF1146	VFG042525(gb|AAC28313)	Adherence
VF1146	VFG042526(gb|AAC28314)	Adherence
VF1146	VFG042527(gb|AAC28315)	Adherence
VF1146	VFG042528(gb|AAC28316)	Adherence
VF1146	VFG042529(gb|AAC28317)	Adherence
VF1146	VFG042530(gb|AAC28318)	Adherence
VF1146	VFG042531(gb|AAC28319)	Adherence
VF1147	VFG042532(gb|AAB39315)	Adherence
VF1147	VFG042533(gb|AAB39316)	Adherence
VF1147	VFG042534(gb|AAB39317)	Adherence
VF1147	VFG043643(gb|AAA23598)	Adherence
VF1147	VFG043644(gb|AAA23586)	Adherence
VF1147	VFG043645(gb|AAA23584)	Adherence
VF1147	VFG043646(gb|AAA23585)	Adherence
VF1147	VFG043647(gb|AAA23780)	Adherence
VF1148	VFG042570(gb|AAX78184)	Adherence
VF1148	VFG042571(gb|AAX78185)	Adherence
VF1148	VFG042572(gb|AAX78186)	Adherence
VF1148	VFG042573(gb|AAX78187)	Adherence
VF1148	VFG042574(gb|AAX78188)	Adherence
VF1148	VFG042575(gb|AAX78189)	Adherence
VF1148	VFG042576(gb|AAX78190)	Adherence
VF1148	VFG042577(gb|AAX78191)	Adherence
VF1148	VFG042578(gb|AAX78194)	Adherence
VF1149	VFG042583(gb|WP_000751015)	Adherence
VF1149	VFG042584(gb|WP_000489762)	Adherence
VF1149	VFG042585(gb|WP_000795033)	Adherence
VF1149	VFG042586(gb|WP_000916502)	Adherence
VF1149	VFG042587(gb|WP_000091805)	Adherence
VF1149	VFG042588(gb|WP_001220140)	Adherence
VF1149	VFG042589(gb|WP_000874080)	Adherence
VF1150	VFG042590(gb|AAS99229)	Adherence
