VFID	query	vf_category
VF0067	VFG032349(gb|WP_003730481)	Exotoxin
VF0067	VFG032360(gb|WP_012984720)	Exotoxin
VF0068	VFG000070(gb|NP_464110)	Invasion
VF0068	VFG006733(gb|WP_074384921)	Invasion
VF0068	VFG006734(gb|WP_010990501)	Invasion
VF0068	VFG019354(gb|WP_003734471)	Invasion
VF0068	VFG019355(gb|WP_012581841)	Invasion
VF0068	VFG032082(gb|WP_072215780)	Invasion
VF0068	VFG032084(gb|WP_014600574)	Invasion
VF0068	VFG032085(gb|WP_003727266)	Invasion
VF0068	VFG032086(gb|WP_014601353)	Invasion
VF0068	VFG032087(gb|WP_077906786)	Invasion
VF0068	VFG032095(gb|WP_077906972)	Invasion
VF0068	VFG032100(gb|WP_014601750)	Invasion
VF0068	VFG032102(gb|WP_014601267)	Invasion
VF0068	VFG032105(gb|WP_015455583)	Invasion
VF0068	VFG032106(gb|WP_014092025)	Invasion
VF0065	VFG000071(gb|NP_463734)	Exoenzyme
VF0065	VFG006789(gb|WP_010958689)	Exoenzyme
VF0065	VFG019369(gb|WP_012681028)	Exoenzyme
VF0065	VFG019370(gb|WP_012582094)	Exoenzyme
VF0065	VFG032283(gb|WP_012952055)	Exoenzyme
VF0065	VFG032285(gb|WP_003722732)	Exoenzyme
VF0065	VFG032286(gb|WP_003728173)	Exoenzyme
VF0065	VFG032288(gb|WP_014931090)	Exoenzyme
VF0065	VFG032296(gb|WP_003725730)	Exoenzyme
VF0065	VFG032297(gb|WP_014930313)	Exoenzyme
VF0065	VFG032308(gb|WP_012984718)	Exoenzyme
VF0062	VFG000072(gb|NP_463731)	Regulation
VF0062	VFG019388(gb|WP_012582097)	Regulation
VF0062	VFG032522(gb|WP_014930802)	Regulation
VF0062	VFG032529(gb|WP_014598964)	Regulation
VF0062	VFG032534(gb|WP_003730485)	Regulation
VF0062	VFG032545(gb|WP_014091732)	Regulation
VF0062	VFG032546(gb|WP_012984713)	Regulation
VF0063	VFG000073(gb|NP_463732)	Exotoxin
VF0063	VFG006791(gb|WP_003726703)	Exotoxin
VF0063	VFG019372(gb|WP_012582096)	Exotoxin
VF0063	VFG032309(gb|WP_012952056)	Exotoxin
VF0063	VFG032311(gb|WP_014600409)	Exotoxin
VF0063	VFG032323(gb|WP_003730484)	Exotoxin
VF0063	VFG032328(gb|WP_014601598)	Exotoxin
VF0063	VFG032330(gb|WP_003722730)	Exotoxin
VF0063	VFG032331(gb|WP_003740375)	Exotoxin
VF0063	VFG032332(gb|WP_015454005)	Exotoxin
VF0063	VFG032334(gb|WP_012984715)	Exotoxin
VF0064	VFG000074(gb|NP_463733)	Exotoxin
VF0064	VFG006787(gb|WP_010958688)	Exotoxin
VF0064	VFG019367(gb|WP_003740376)	Exotoxin
VF0064	VFG019368(gb|WP_012582095)	Exotoxin
VF0064	VFG032259(gb|WP_003728174)	Exotoxin
VF0064	VFG032270(gb|WP_003730483)	Exotoxin
VF0064	VFG032275(gb|WP_014601599)	Exotoxin
VF0064	VFG032279(gb|WP_015454006)	Exotoxin
VF0064	VFG032281(gb|WP_014091733)	Exotoxin
VF0064	VFG032282(gb|WP_012984716)	Exotoxin
VF0069	VFG000075(gb|NP_463962)	Invasion
VF0069	VFG006724(gb|WP_003734628)	Invasion
VF0069	VFG019348(gb|WP_012681099)	Invasion
VF0069	VFG019349(gb|WP_012581938)	Invasion
VF0069	VFG031986(gb|WP_012951221)	Invasion
VF0069	VFG031988(gb|WP_014600515)	Invasion
VF0069	VFG031989(gb|WP_003731770)	Invasion
VF0069	VFG031991(gb|WP_014931164)	Invasion
VF0069	VFG032000(gb|WP_014930356)	Invasion
VF0069	VFG032005(gb|WP_014601695)	Invasion
VF0069	VFG032007(gb|WP_003722984)	Invasion
VF0069	VFG032008(gb|WP_003725171)	Invasion
VF0069	VFG032011(gb|WP_014091884)	Invasion
VF0070	VFG000076(gb|NP_463963)	Invasion
VF0070	VFG019350(gb|WP_012681100)	Invasion
VF0070	VFG019351(gb|WP_012581937)	Invasion
VF0070	VFG032012(gb|WP_012951222)	Invasion
VF0070	VFG032014(gb|WP_014930830)	Invasion
VF0070	VFG032015(gb|WP_003731771)	Invasion
VF0070	VFG032017(gb|WP_014601696)	Invasion
VF0070	VFG032018(gb|WP_003728104)	Invasion
VF0070	VFG032024(gb|WP_014929171)	Invasion
VF0070	VFG032025(gb|WP_003734629)	Invasion
VF0070	VFG032026(gb|WP_003729014)	Invasion
VF0070	VFG032030(gb|WP_014600516)	Invasion
VF0070	VFG032033(gb|WP_003722985)	Invasion
VF0070	VFG032034(gb|WP_003725172)	Invasion
VF0070	VFG032035(gb|WP_015454157)	Invasion
VF0070	VFG032037(gb|WP_077905849)	Invasion
VF0074	VFG000077(gb|NP_465991)	Stress survival
VF0071	VFG000078(gb|NP_466081)	Adherence
VF0071	VFG006710(gb|WP_003734482)	Adherence
VF0071	VFG006711(gb|WP_010991340)	Adherence
VF0071	VFG006712(gb|WP_011703235)	Adherence
VF0071	VFG006735(gb|WP_012952034)	Adherence
VF0071	VFG006737(gb|WP_014601151)	Adherence
VF0071	VFG006738(gb|WP_014930030)	Adherence
VF0071	VFG006741(gb|WP_014929812)	Adherence
VF0071	VFG006742(gb|WP_014601533)	Adherence
VF0071	VFG006743(gb|WP_014589136)	Adherence
VF0071	VFG006749(gb|WP_014930610)	Adherence
VF0071	VFG006751(gb|WP_014929271)	Adherence
VF0071	VFG006754(gb|WP_014602238)	Adherence
VF0071	VFG006756(gb|WP_003723606)	Adherence
VF0071	VFG006760(gb|WP_012986460)	Adherence
VF0072	VFG000079(gb|NP_463763)	Stress survival
VF0073	VFG000080(gb|NP_464522)	Stress survival
VF0061	VFG000674(gb|CAA70683)	Exoenzyme
VF0264	VFG001089(gb|NP_464364)	Nutritional/Metabolic factor
VF0264	VFG006773(gb|WP_003734276)	Nutritional/Metabolic factor
VF0264	VFG019359(gb|WP_003724769)	Nutritional/Metabolic factor
VF0264	VFG019360(gb|WP_012581691)	Nutritional/Metabolic factor
VF0264	VFG032151(gb|WP_003721403)	Nutritional/Metabolic factor
VF0264	VFG032154(gb|WP_014931278)	Nutritional/Metabolic factor
VF0264	VFG032162(gb|WP_003729463)	Nutritional/Metabolic factor
VF0264	VFG032167(gb|WP_014601830)	Nutritional/Metabolic factor
VF0264	VFG032173(gb|WP_014092267)	Nutritional/Metabolic factor
VF0264	VFG032174(gb|WP_012985162)	Nutritional/Metabolic factor
VF0263	VFG001090(gb|NP_465709)	Nutritional/Metabolic factor
VF0263	VFG006779(gb|WP_003730872)	Nutritional/Metabolic factor
VF0263	VFG006780(gb|WP_003763504)	Nutritional/Metabolic factor
VF0263	VFG006781(gb|WP_011702956)	Nutritional/Metabolic factor
VF0263	VFG019363(gb|WP_003727848)	Nutritional/Metabolic factor
VF0263	VFG019364(gb|WP_012580893)	Nutritional/Metabolic factor
VF0263	VFG032204(gb|WP_014601045)	Nutritional/Metabolic factor
VF0263	VFG032215(gb|WP_003734378)	Nutritional/Metabolic factor
VF0263	VFG032216(gb|WP_003729590)	Nutritional/Metabolic factor
VF0263	VFG032219(gb|WP_014930763)	Nutritional/Metabolic factor
VF0263	VFG032221(gb|WP_014602168)	Nutritional/Metabolic factor
VF0263	VFG032224(gb|WP_003724603)	Nutritional/Metabolic factor
VF0263	VFG032227(gb|WP_014093507)	Nutritional/Metabolic factor
VF0263	VFG032228(gb|WP_012986250)	Nutritional/Metabolic factor
VF0263	VFG045468(gb|NP_465710)	Nutritional/Metabolic factor
VF0346	VFG002157(gb|NP_465372)	Invasion
VF0346	VFG006729(gb|WP_003726605)	Invasion
VF0346	VFG006730(gb|WP_010991682)	Invasion
VF0346	VFG006731(gb|WP_011702636)	Invasion
VF0346	VFG019353(gb|WP_012581106)	Invasion
VF0346	VFG032057(gb|WP_014600947)	Invasion
VF0346	VFG032058(gb|WP_003728287)	Invasion
VF0346	VFG032069(gb|WP_003729502)	Invasion
VF0346	VFG032074(gb|WP_014602093)	Invasion
VF0346	VFG032080(gb|WP_014093189)	Invasion
VF0346	VFG032081(gb|WP_003748473)	Invasion
VF0347	VFG002158(gb|NP_464456)	Nutritional/Metabolic factor
VF0347	VFG006775(gb|WP_003734303)	Nutritional/Metabolic factor
VF0347	VFG006776(gb|WP_003771179)	Nutritional/Metabolic factor
VF0347	VFG006777(gb|WP_011701742)	Nutritional/Metabolic factor
VF0347	VFG019361(gb|WP_003727084)	Nutritional/Metabolic factor
VF0347	VFG019362(gb|WP_003729879)	Nutritional/Metabolic factor
VF0347	VFG032197(gb|WP_003724853)	Nutritional/Metabolic factor
VF0347	VFG032200(gb|WP_014092358)	Nutritional/Metabolic factor
VF0347	VFG032201(gb|WP_012985237)	Nutritional/Metabolic factor
VF0348	VFG002159(gb|NP_464601)	Invasion
VF0348	VFG032041(gb|WP_003727011)	Invasion
VF0348	VFG032043(gb|WP_014931335)	Invasion
VF0348	VFG032044(gb|WP_014929474)	Invasion
VF0348	VFG032046(gb|WP_003743853)	Invasion
VF0348	VFG032049(gb|WP_014601898)	Invasion
VF0348	VFG032054(gb|WP_012985336)	Invasion
VF0349	VFG002160(gb|NP_465354)	Adherence
VF0349	VFG006714(gb|WP_010958957)	Adherence
VF0349	VFG006715(gb|WP_010991027)	Adherence
VF0349	VFG006716(gb|WP_011702618)	Adherence
VF0349	VFG006761(gb|WP_012951788)	Adherence
VF0349	VFG006763(gb|WP_014930981)	Adherence
VF0349	VFG006764(gb|WP_003725661)	Adherence
VF0349	VFG006767(gb|WP_014929695)	Adherence
VF0349	VFG019344(gb|WP_012581115)	Adherence
VF0349	VFG031922(gb|WP_003729520)	Adherence
VF0349	VFG031927(gb|WP_014602091)	Adherence
VF0349	VFG031931(gb|WP_015454937)	Adherence
VF0349	VFG031933(gb|WP_014093172)	Adherence
VF0349	VFG031934(gb|WP_012985971)	Adherence
VF0351	VFG002161(gb|NP_465369)	Post-translational modification
VF0351	VFG006811(gb|WP_003726602)	Post-translational modification
VF0351	VFG006812(gb|WP_003729506)	Post-translational modification
VF0351	VFG006813(gb|WP_011702633)	Post-translational modification
VF0351	VFG032493(gb|WP_014093186)	Post-translational modification
VF0351	VFG032494(gb|WP_012985983)	Post-translational modification
VF0350	VFG002162(gb|NP_465591)	Stress survival
VF0350	VFG006815(gb|WP_010959001)	Stress survival
VF0350	VFG019385(gb|WP_003728858)	Stress survival
VF0350	VFG019386(gb|WP_012580981)	Stress survival
VF0350	VFG032495(gb|WP_012951869)	Stress survival
VF0350	VFG032498(gb|WP_003731352)	Stress survival
VF0350	VFG032501(gb|WP_014929747)	Stress survival
VF0350	VFG032508(gb|WP_003726502)	Stress survival
VF0350	VFG032518(gb|WP_014093400)	Stress survival
VF0350	VFG032519(gb|WP_012986167)	Stress survival
VF0444	VFG006717(gb|NP_465159)	Adherence
VF0444	VFG006718(gb|WP_003726650)	Adherence
VF0444	VFG006719(gb|WP_003762516)	Adherence
VF0444	VFG006720(gb|WP_011702434)	Adherence
VF0444	VFG019346(gb|WP_003729668)	Adherence
VF0444	VFG031937(gb|WP_003733217)	Adherence
VF0444	VFG031940(gb|WP_014931476)	Adherence
VF0444	VFG031960(gb|WP_014092990)	Adherence
VF0444	VFG031961(gb|WP_012985768)	Adherence
VF0445	VFG006721(gb|NP_466343)	Adherence
VF0445	VFG006722(gb|WP_010959113)	Adherence
VF0445	VFG019347(gb|WP_012681488)	Adherence
VF0445	VFG031962(gb|WP_012951060)	Adherence
VF0445	VFG031964(gb|WP_014601239)	Adherence
VF0445	VFG031965(gb|WP_003730709)	Adherence
VF0445	VFG031966(gb|WP_014930235)	Adherence
VF0445	VFG031967(gb|WP_014931777)	Adherence
VF0445	VFG031968(gb|WP_014929870)	Adherence
VF0445	VFG031970(gb|WP_014654332)	Adherence
VF0445	VFG031973(gb|WP_003734201)	Adherence
VF0445	VFG031974(gb|WP_003728685)	Adherence
VF0445	VFG031976(gb|WP_014929284)	Adherence
VF0445	VFG031979(gb|WP_014602315)	Adherence
VF0445	VFG031981(gb|WP_003722180)	Adherence
VF0445	VFG031982(gb|WP_003725850)	Adherence
VF0445	VFG031985(gb|WP_012985313)	Adherence
VF0443	VFG006768(gb|NP_463850)	Invasion
VF0443	VFG006769(gb|WP_010958719)	Invasion
VF0443	VFG019356(gb|WP_012681056)	Invasion
VF0443	VFG032107(gb|WP_003724252)	Invasion
VF0443	VFG032109(gb|WP_014931124)	Invasion
VF0443	VFG032110(gb|WP_014929356)	Invasion
VF0443	VFG032112(gb|WP_014654172)	Invasion
VF0443	VFG032114(gb|WP_014929162)	Invasion
VF0443	VFG032119(gb|WP_014601646)	Invasion
VF0443	VFG032121(gb|WP_003722933)	Invasion
VF0443	VFG032123(gb|WP_015454073)	Invasion
VF0786	VFG006782(gb|NP_465720)	Nutritional/Metabolic factor
VF0786	VFG006783(gb|WP_003724612)	Nutritional/Metabolic factor
VF0786	VFG006784(gb|WP_003769807)	Nutritional/Metabolic factor
VF0786	VFG006785(gb|WP_011702965)	Nutritional/Metabolic factor
VF0786	VFG019366(gb|WP_003729598)	Nutritional/Metabolic factor
VF0786	VFG032247(gb|WP_014601048)	Nutritional/Metabolic factor
VF0786	VFG032250(gb|WP_003722319)	Nutritional/Metabolic factor
VF0786	VFG032254(gb|WP_014093517)	Nutritional/Metabolic factor
VF0786	VFG032255(gb|WP_003753364)	Nutritional/Metabolic factor
VF0787	VFG006794(gb|NP_465346)	Post-translational modification
VF0787	VFG006795(gb|WP_003725654)	Post-translational modification
VF0787	VFG006796(gb|WP_003762934)	Post-translational modification
VF0787	VFG006797(gb|WP_011702610)	Post-translational modification
VF0787	VFG019376(gb|WP_003729528)	Post-translational modification
VF0787	VFG032386(gb|WP_014093165)	Post-translational modification
VF0787	VFG032387(gb|WP_003748418)	Post-translational modification
VF0788	VFG006798(gb|NP_464454)	Post-translational modification
VF0788	VFG006799(gb|WP_003724851)	Post-translational modification
VF0788	VFG006800(gb|WP_010990684)	Post-translational modification
VF0788	VFG006801(gb|WP_011701738)	Post-translational modification
VF0788	VFG019378(gb|WP_003736109)	Post-translational modification
VF0788	VFG032402(gb|WP_003729401)	Post-translational modification
VF0788	VFG032413(gb|WP_003746533)	Post-translational modification
VF0789	VFG006802(gb|NP_465705)	Post-translational modification
VF0789	VFG006803(gb|WP_003724599)	Post-translational modification
VF0789	VFG006804(gb|WP_010991110)	Post-translational modification
VF0789	VFG006805(gb|WP_011702952)	Post-translational modification
VF0789	VFG019379(gb|WP_012681406)	Post-translational modification
VF0789	VFG019380(gb|WP_012580898)	Post-translational modification
VF0789	VFG032414(gb|WP_003731903)	Post-translational modification
VF0789	VFG032417(gb|WP_003730875)	Post-translational modification
VF0789	VFG032428(gb|WP_003729586)	Post-translational modification
VF0789	VFG032435(gb|WP_003733867)	Post-translational modification
VF0789	VFG032439(gb|WP_014093503)	Post-translational modification
VF0789	VFG032440(gb|WP_012986246)	Post-translational modification
VF0790	VFG006806(gb|NP_466005)	Post-translational modification
VF0790	VFG006807(gb|WP_003725415)	Post-translational modification
VF0790	VFG006808(gb|WP_003772355)	Post-translational modification
VF0790	VFG006809(gb|WP_011703166)	Post-translational modification
VF0790	VFG019382(gb|WP_012580766)	Post-translational modification
VF0790	VFG032454(gb|WP_003742930)	Post-translational modification
VF0790	VFG032455(gb|WP_003729212)	Post-translational modification
VF0790	VFG032466(gb|WP_014093697)	Post-translational modification
VF0790	VFG032467(gb|WP_003753737)	Post-translational modification
VF0791	VFG006818(gb|NP_465270)	Regulation
VF0791	VFG006820(gb|WP_003762805)	Regulation
VF0791	VFG006821(gb|WP_003729795)	Regulation
VF0791	VFG006822(gb|NP_465266)	Regulation
VF0791	VFG006823(gb|WP_003725519)	Regulation
VF0791	VFG006824(gb|WP_003762796)	Regulation
VF0791	VFG006825(gb|WP_011702537)	Regulation
VF0791	VFG019392(gb|WP_012581166)	Regulation
VF0791	VFG032572(gb|WP_003748279)	Regulation
VF0791	VFG032574(gb|WP_003722218)	Regulation
VF0791	VFG032588(gb|WP_003729792)	Regulation
VF0791	VFG032594(gb|WP_014601459)	Regulation
VF0791	VFG032599(gb|WP_014093098)	Regulation
VF0791	VFG032600(gb|WP_003748272)	Regulation
VF0792	VFG006826(gb|NP_464902)	Regulation
VF0792	VFG006830(gb|NP_464903)	Regulation
VF0792	VFG006832(gb|WP_003771747)	Regulation
VF0792	VFG006833(gb|WP_011702190)	Regulation
VF0792	VFG019396(gb|WP_003736550)	Regulation
VF0792	VFG032638(gb|WP_014654264)	Regulation
VF0792	VFG032653(gb|WP_014092758)	Regulation
VF0792	VFG032654(gb|WP_003747594)	Regulation
VF0793	VFG006834(gb|NP_463584)	Regulation
VF0793	VFG006836(gb|WP_003759538)	Regulation
VF0793	VFG006837(gb|WP_011700917)	Regulation
VF0793	VFG006838(gb|NP_463583)	Regulation
VF0793	VFG006840(gb|WP_010990170)	Regulation
VF0793	VFG019400(gb|WP_014588973)	Regulation
VF0793	VFG032679(gb|WP_014091621)	Regulation
VF0793	VFG032680(gb|WP_003745030)	Regulation
VF0793	VFG032686(gb|WP_014931051)	Regulation
VF0793	VFG032687(gb|WP_014929297)	Regulation
VF0793	VFG032692(gb|WP_014952514)	Regulation
VF0793	VFG032694(gb|WP_003741323)	Regulation
VF0793	VFG032695(gb|WP_003728980)	Regulation
VF0793	VFG032706(gb|WP_014091620)	Regulation
VF0793	VFG032707(gb|WP_012984594)	Regulation
VF0794	VFG006842(gb|NP_464219)	Regulation
VF0794	VFG006843(gb|WP_003727202)	Regulation
VF0794	VFG006844(gb|WP_010990559)	Regulation
VF0794	VFG006845(gb|WP_011701501)	Regulation
VF0794	VFG006846(gb|NP_464218)	Regulation
VF0794	VFG019402(gb|WP_012581778)	Regulation
VF0794	VFG032710(gb|WP_003721813)	Regulation
VF0794	VFG032722(gb|WP_003730258)	Regulation
VF0794	VFG032730(gb|WP_003724428)	Regulation
VF0794	VFG032733(gb|WP_014092137)	Regulation
VF0794	VFG032734(gb|WP_012985055)	Regulation
VF0794	VFG032760(gb|WP_003746076)	Regulation
VF0446	VFG032762(gb|NP_465191)	Adherence
VF0446	VFG032763(gb|WP_010958927)	Adherence
VF0446	VFG032764(gb|WP_012681325)	Adherence
VF0446	VFG032765(gb|WP_012951686)	Adherence
VF0446	VFG032767(gb|WP_014600894)	Adherence
VF0446	VFG032768(gb|WP_003731600)	Adherence
VF0446	VFG032769(gb|WP_014930151)	Adherence
VF0446	VFG032770(gb|WP_014931484)	Adherence
VF0446	VFG032771(gb|WP_014929666)	Adherence
VF0446	VFG032773(gb|WP_014654275)	Adherence
VF0446	VFG032776(gb|WP_003742326)	Adherence
VF0446	VFG032777(gb|WP_003734366)	Adherence
VF0446	VFG032781(gb|WP_014602048)	Adherence
VF0446	VFG032783(gb|WP_003723257)	Adherence
VF0446	VFG032784(gb|WP_003741277)	Adherence
VF0446	VFG032787(gb|WP_012985841)	Adherence
VF0795	VFG032788(gb|WP_010990699)	Post-translational modification
VF0795	VFG032789(gb|NP_464499)	Post-translational modification
VF0795	VFG032790(gb|WP_003727064)	Post-translational modification
VF0795	VFG032791(gb|WP_011701785)	Post-translational modification
VF0795	VFG032792(gb|WP_012681203)	Post-translational modification
VF0795	VFG032793(gb|WP_012581621)	Post-translational modification
VF0795	VFG032800(gb|WP_014929461)	Post-translational modification
VF0795	VFG032815(gb|WP_003733784)	Post-translational modification
VF0795	VFG032819(gb|WP_014092401)	Post-translational modification
VF0795	VFG032820(gb|WP_041176241)	Post-translational modification
VF0447	VFG032821(gb|NP_463939)	Adherence
VF0447	VFG032822(gb|WP_010958732)	Adherence
VF0447	VFG032823(gb|WP_012681086)	Adherence
VF0447	VFG032824(gb|WP_012951208)	Adherence
VF0447	VFG032826(gb|WP_014600503)	Adherence
VF0447	VFG032827(gb|WP_003731408)	Adherence
VF0447	VFG032829(gb|WP_014931153)	Adherence
VF0447	VFG032830(gb|WP_014929379)	Adherence
VF0447	VFG032835(gb|WP_003724339)	Adherence
VF0447	VFG032843(gb|WP_158303747)	Adherence
VF0607	VFG032844(gb|WP_010991334)	Post-translational modification
VF0607	VFG032845(gb|NP_466072)	Post-translational modification
VF0607	VFG032846(gb|WP_003734485)	Post-translational modification
VF0607	VFG032847(gb|WP_011703227)	Post-translational modification
VF0607	VFG032849(gb|WP_003729258)	Post-translational modification
VF0607	VFG032872(gb|WP_003726357)	Post-translational modification
VF0607	VFG032875(gb|WP_014093760)	Post-translational modification
VF0607	VFG032876(gb|WP_012986454)	Post-translational modification
VF0449	VFG032877(gb|WP_003769842)	Post-translational modification
VF0449	VFG032878(gb|NP_465743)	Post-translational modification
VF0449	VFG032879(gb|WP_003726773)	Post-translational modification
VF0449	VFG032880(gb|WP_011702987)	Post-translational modification
VF0449	VFG032881(gb|WP_003727835)	Post-translational modification
VF0449	VFG032882(gb|WP_012580876)	Post-translational modification
VF0449	VFG032883(gb|WP_003724025)	Post-translational modification
VF0449	VFG032897(gb|WP_003729617)	Post-translational modification
VF0449	VFG032908(gb|WP_014093538)	Post-translational modification
VF0449	VFG032909(gb|WP_012986269)	Post-translational modification
VF0438	VFG032910(gb|NP_465311)	Immune modulation
VF0438	VFG032911(gb|WP_003734924)	Immune modulation
VF0438	VFG032912(gb|WP_003731777)	Immune modulation
VF0438	VFG032929(gb|WP_077904855)	Immune modulation
VF0438	VFG032931(gb|WP_003733282)	Immune modulation
VF0438	VFG032932(gb|WP_077398137)	Immune modulation
VF0438	VFG032935(gb|WP_014093796)	Immune modulation
VF0439	VFG032936(gb|NP_464815)	Immune modulation
VF0439	VFG032937(gb|WP_010958881)	Immune modulation
VF0439	VFG032938(gb|WP_009917681)	Immune modulation
VF0439	VFG032939(gb|WP_012581402)	Immune modulation
VF0439	VFG032940(gb|WP_012951575)	Immune modulation
VF0439	VFG032943(gb|WP_003731305)	Immune modulation
VF0439	VFG032945(gb|WP_014931395)	Immune modulation
VF0439	VFG032946(gb|WP_014929577)	Immune modulation
VF0439	VFG032950(gb|WP_014654260)	Immune modulation
VF0439	VFG032953(gb|WP_003734521)	Immune modulation
VF0439	VFG032954(gb|WP_003730391)	Immune modulation
VF0439	VFG032959(gb|WP_014601963)	Immune modulation
VF0439	VFG032961(gb|WP_003723735)	Immune modulation
VF0439	VFG032962(gb|WP_020830742)	Immune modulation
VF0439	VFG032963(gb|WP_015454664)	Immune modulation
VF0440	VFG032965(gb|NP_463967)	Immune modulation
VF0440	VFG032966(gb|WP_012681102)	Immune modulation
VF0440	VFG032968(gb|WP_025370541)	Immune modulation
VF0440	VFG032970(gb|WP_014930831)	Immune modulation
VF0440	VFG032971(gb|WP_003741511)	Immune modulation
VF0440	VFG032974(gb|WP_014929382)	Immune modulation
VF0440	VFG032980(gb|WP_014930359)	Immune modulation
VF0440	VFG032985(gb|WP_077316635)	Immune modulation
VF0440	VFG032987(gb|WP_003734099)	Immune modulation
VF0440	VFG032988(gb|WP_003740424)	Immune modulation
VF0440	VFG032989(gb|WP_015454164)	Immune modulation
VF0441	VFG032991(gb|WP_010990928)	Immune modulation
VF0441	VFG032992(gb|NP_464816)	Immune modulation
VF0441	VFG032993(gb|WP_003727507)	Immune modulation
VF0441	VFG032994(gb|WP_011702113)	Immune modulation
VF0441	VFG032996(gb|WP_012581401)	Immune modulation
VF0441	VFG032997(gb|WP_012951576)	Immune modulation
VF0441	VFG033003(gb|WP_014929578)	Immune modulation
VF0441	VFG033010(gb|WP_003734520)	Immune modulation
VF0441	VFG033011(gb|WP_003730390)	Immune modulation
VF0441	VFG033016(gb|WP_014601964)	Immune modulation
VF0441	VFG033018(gb|WP_003723736)	Immune modulation
VF0441	VFG033022(gb|WP_014092689)	Immune modulation
VF0441	VFG033023(gb|WP_012985524)	Immune modulation
VF0442	VFG033024(gb|WP_010990409)	Immune modulation
VF0442	VFG033025(gb|NP_463944)	Immune modulation
VF0442	VFG033026(gb|WP_003728113)	Immune modulation
VF0442	VFG033027(gb|WP_011701229)	Immune modulation
VF0442	VFG033029(gb|WP_012581960)	Immune modulation
VF0442	VFG033030(gb|WP_012951211)	Immune modulation
VF0442	VFG033044(gb|WP_014930350)	Immune modulation
VF0442	VFG033049(gb|WP_014601684)	Immune modulation
VF0442	VFG033055(gb|WP_014091878)	Immune modulation
VF0796	VFG043247(gb|NP_464203)	Motility
VF0796	VFG043248(gb|NP_464204)	Motility
VF0796	VFG043249(gb|NP_464205)	Motility
VF0796	VFG043250(gb|NP_464206)	Motility
VF0796	VFG043251(gb|NP_464207)	Motility
VF0796	VFG043252(gb|NP_464208)	Motility
VF0796	VFG043253(gb|NP_464209)	Motility
VF0796	VFG043254(gb|NP_464210)	Motility
VF0796	VFG043255(gb|NP_464212)	Motility
VF0796	VFG043256(gb|NP_464213)	Motility
VF0796	VFG043257(gb|NP_464216)	Motility
VF0796	VFG043258(gb|NP_464217)	Motility
VF0796	VFG043259(gb|NP_464220)	Motility
VF0796	VFG043260(gb|NP_464223)	Motility
VF0796	VFG043261(gb|NP_464224)	Motility
VF0796	VFG043262(gb|NP_464225)	Motility
VF0796	VFG043263(gb|NP_464226)	Motility
VF0796	VFG043264(gb|NP_464227)	Motility
VF0796	VFG043265(gb|NP_464232)	Motility
VF0796	VFG043266(gb|NP_464233)	Motility
VF0796	VFG043267(gb|NP_464234)	Motility
VF0796	VFG043268(gb|NP_464235)	Motility
VF0796	VFG043269(gb|NP_464237)	Motility
VF0796	VFG043270(gb|NP_464238)	Motility
VF0796	VFG043271(gb|NP_464239)	Motility
VF0796	VFG043272(gb|NP_464240)	Motility
VF0796	VFG043273(gb|NP_464241)	Motility
VF0796	VFG043274(gb|NP_464242)	Motility
VF0796	VFG043275(gb|NP_464243)	Motility
VF0410	VFG045331(gb|AHK25016)	Exotoxin
VF0410	VFG045332(gb|AHK25017)	Exotoxin
VF0410	VFG045333(gb|AHK25018)	Exotoxin
VF0410	VFG045334(gb|AHK25019)	Exotoxin
VF0410	VFG045335(gb|AHK25020)	Exotoxin
VF0410	VFG045336(gb|AHK25021)	Exotoxin
VF0410	VFG045337(gb|AHK25022)	Exotoxin
VF0410	VFG045338(gb|AHK25023)	Exotoxin
VF0577	VFG049468(gb|NP_465993)	Adherence
VF0577	VFG049469(gb|WP_012952015)	Adherence
VF0577	VFG049471(gb|WP_014601135)	Adherence
VF0577	VFG049472(gb|WP_003727913)	Adherence
VF0577	VFG049474(gb|WP_014931660)	Adherence
VF0577	VFG049475(gb|WP_014929801)	Adherence
VF0577	VFG049477(gb|WP_010959054)	Adherence
VF0577	VFG049478(gb|WP_003734496)	Adherence
VF0577	VFG049483(gb|WP_003729202)	Adherence
VF0577	VFG049490(gb|WP_003722602)	Adherence
VF1318	VFG044041(gb|AAY26145)	Exotoxin
VF1245	VFG044422(gb|AAW66010)	Nutritional/Metabolic factor
VF1245	VFG044423(gb|AAW66009)	Nutritional/Metabolic factor
VF1245	VFG044424(gb|AAW66008)	Nutritional/Metabolic factor
VF1245	VFG044425(gb|AAW66007)	Nutritional/Metabolic factor
VF1245	VFG044408(gb|AAA81775)	Nutritional/Metabolic factor
VF1245	VFG044409(gb|AAR12524)	Nutritional/Metabolic factor
VF1245	VFG044410(gb|AAR12525)	Nutritional/Metabolic factor
VF1245	VFG044411(gb|AAR12526)	Nutritional/Metabolic factor
VF1245	VFG044412(gb|AAR12527)	Nutritional/Metabolic factor
VF1245	VFG044413(gb|AAR12528)	Nutritional/Metabolic factor
VF1245	VFG044414(gb|AAR12529)	Nutritional/Metabolic factor
VF1245	VFG044415(gb|AAR12530)	Nutritional/Metabolic factor
VF1245	VFG044416(gb|AAR12531)	Nutritional/Metabolic factor
VF1245	VFG044417(gb|AAR12533)	Nutritional/Metabolic factor
